PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
AUT,1,1925,1925,3,1,26,O,12426,.,.,.,1
AUT,1,1925,1925,4,1,26,O,11403,.,.,.,1
AUT,1,1925,1925,5,1,26,O,12276,.,.,.,1
AUT,1,1925,1925,6,1,26,O,11105,.,.,.,1
AUT,1,1925,1925,7,1,26,O,11347,.,.,.,1
AUT,1,1925,1925,8,1,26,O,11118,.,.,.,1
AUT,1,1925,1925,9,1,26,O,10927,.,.,.,1
AUT,1,1925,1925,10,1,26,O,10757,.,.,.,1
AUT,1,1925,1925,11,1,26,O,10432,.,.,.,1
AUT,1,1925,1925,12,1,26,O,10727,.,.,.,1
AUT,1,1925,1925,TOT,1,26,O,135841,.,.,.,1
AUT,1,1926,1926,1,1,26,O,11036,.,.,.,1
AUT,1,1926,1926,2,1,26,O,10812,.,.,.,1
AUT,1,1926,1926,3,1,26,O,11640,.,.,.,1
AUT,1,1926,1926,4,1,26,O,10682,.,.,.,1
AUT,1,1926,1926,5,1,26,O,11500,.,.,.,1
AUT,1,1926,1926,6,1,26,O,10403,.,.,.,1
AUT,1,1926,1926,7,1,26,O,10630,.,.,.,1
AUT,1,1926,1926,8,1,26,O,10415,.,.,.,1
AUT,1,1926,1926,9,1,26,O,10236,.,.,.,1
AUT,1,1926,1926,10,1,26,O,10076,.,.,.,1
AUT,1,1926,1926,11,1,26,O,9772,.,.,.,1
AUT,1,1926,1926,12,1,26,O,10048,.,.,.,1
AUT,1,1926,1926,TOT,1,26,O,127250,.,.,.,1
AUT,1,1927,1927,1,1,26,O,10421,.,.,.,1
AUT,1,1927,1927,2,1,26,O,10081,.,.,.,1
AUT,1,1927,1927,3,1,26,O,10884,.,.,.,1
AUT,1,1927,1927,4,1,26,O,10083,.,.,.,1
AUT,1,1927,1927,5,1,26,O,10766,.,.,.,1
AUT,1,1927,1927,6,1,26,O,9983,.,.,.,1
AUT,1,1927,1927,7,1,26,O,10005,.,.,.,1
AUT,1,1927,1927,8,1,26,O,9811,.,.,.,1
AUT,1,1927,1927,9,1,26,O,9517,.,.,.,1
AUT,1,1927,1927,10,1,26,O,9414,.,.,.,1
AUT,1,1927,1927,11,1,26,O,8860,.,.,.,1
AUT,1,1927,1927,12,1,26,O,8844,.,.,.,1
AUT,1,1927,1927,TOT,1,26,O,118669,.,.,.,1
AUT,1,1928,1928,1,1,26,O,10128,.,.,.,1
AUT,1,1928,1928,2,1,26,O,9578,.,.,.,1
AUT,1,1928,1928,3,1,26,O,10624,.,.,.,1
AUT,1,1928,1928,4,1,26,O,9753,.,.,.,1
AUT,1,1928,1928,5,1,26,O,10246,.,.,.,1
AUT,1,1928,1928,6,1,26,O,9754,.,.,.,1
AUT,1,1928,1928,7,1,26,O,10024,.,.,.,1
AUT,1,1928,1928,8,1,26,O,9601,.,.,.,1
AUT,1,1928,1928,9,1,26,O,9290,.,.,.,1
AUT,1,1928,1928,10,1,26,O,9626,.,.,.,1
AUT,1,1928,1928,11,1,26,O,9260,.,.,.,1
AUT,1,1928,1928,12,1,26,O,8845,.,.,.,1
AUT,1,1928,1928,TOT,1,26,O,116729,.,.,.,1
AUT,1,1929,1929,1,1,26,O,9420,.,.,.,1
AUT,1,1929,1929,2,1,26,O,9234,.,.,.,1
AUT,1,1929,1929,3,1,26,O,10108,.,.,.,1
AUT,1,1929,1929,4,1,26,O,9606,.,.,.,1
AUT,1,1929,1929,5,1,26,O,10060,.,.,.,1
AUT,1,1929,1929,6,1,26,O,9304,.,.,.,1
AUT,1,1929,1929,7,1,26,O,9782,.,.,.,1
AUT,1,1929,1929,8,1,26,O,9538,.,.,.,1
AUT,1,1929,1929,9,1,26,O,9112,.,.,.,1
AUT,1,1929,1929,10,1,26,O,8881,.,.,.,1
AUT,1,1929,1929,11,1,26,O,8147,.,.,.,1
AUT,1,1929,1929,12,1,26,O,8855,.,.,.,1
AUT,1,1929,1929,TOT,1,26,O,112047,.,.,.,1
AUT,1,1930,1930,1,1,26,O,9968,.,.,.,1
AUT,1,1930,1930,2,1,26,O,9275,.,.,.,1
AUT,1,1930,1930,3,1,26,O,10217,.,.,.,1
AUT,1,1930,1930,4,1,26,O,9634,.,.,.,1
AUT,1,1930,1930,5,1,26,O,10200,.,.,.,1
AUT,1,1930,1930,6,1,26,O,9266,.,.,.,1
AUT,1,1930,1930,7,1,26,O,9676,.,.,.,1
AUT,1,1930,1930,8,1,26,O,9265,.,.,.,1
AUT,1,1930,1930,9,1,26,O,9020,.,.,.,1
AUT,1,1930,1930,10,1,26,O,8848,.,.,.,1
AUT,1,1930,1930,11,1,26,O,8167,.,.,.,1
AUT,1,1930,1930,12,1,26,O,8794,.,.,.,1
AUT,1,1930,1930,TOT,1,26,O,112330,.,.,.,1
AUT,1,1931,1931,1,1,26,O,9958,.,.,.,1
AUT,1,1931,1931,2,1,26,O,8796,.,.,.,1
AUT,1,1931,1931,3,1,26,O,9757,.,.,.,1
AUT,1,1931,1931,4,1,26,O,9122,.,.,.,1
AUT,1,1931,1931,5,1,26,O,9768,.,.,.,1
AUT,1,1931,1931,6,1,26,O,8710,.,.,.,1
AUT,1,1931,1931,7,1,26,O,9028,.,.,.,1
AUT,1,1931,1931,8,1,26,O,8473,.,.,.,1
AUT,1,1931,1931,9,1,26,O,8423,.,.,.,1
AUT,1,1931,1931,10,1,26,O,8320,.,.,.,1
AUT,1,1931,1931,11,1,26,O,7729,.,.,.,1
AUT,1,1931,1931,12,1,26,O,8240,.,.,.,1
AUT,1,1931,1931,TOT,1,26,O,106324,.,.,.,1
AUT,1,1932,1932,1,1,26,O,9449,.,.,.,1
AUT,1,1932,1932,2,1,26,O,8455,.,.,.,1
